300
NIKOSINA-PAKROJA 0:101
JAKUTIJA-HAVANNA 111:108
JAKUTIJA-VATERLO 111:108
CEILONA-NIKOSINA 111:108
VECUMI-UPESCIEMS 111:113
LEIPCIGA-LAZDIJI 111:118
JAKUTIJA-SAFOLKA 111:12
SALONIKI-ZEMGALE 111:120
TENESIJA-BRATSKA 111:133
GARKALNE-MAKENZI 111:135
AUSTRIJA-VIDUKLE 111:138
VIETALVA-ROSTOKA 111:139
SAULAINE-GAMBIJA 111:139
GVATEMALA-KUMBRI 111:142
MILVOKI-MAUNALOA 111:142
KORSIKA-TENERIFE 111:148
IGAUNIJA-TOMBUKA 111:148
LAZDIJI-TELAVIVA 111:149
PASVALE-TUNISIJA 111:15
KAMPALA-KRIMULDA 111:150
VANAGI-VECRIKAVA 111:19
VIDAUJA-TELAVIVA 111:20
KRIEVIJA-GAMBIJA 111:21
MANHEIMA-SEVERNA 111:22
SALONIKI-KAPSUKA 111:27
FRANCIJA-HAIFONA 111:29
FRANCIJA-KURZEME 111:29
TJANDZINA-JANDZI 111:36
LEIPCIGA-ISIKULS 111:36
UGUNSZEME-SUHUMI 111:37
DOMINIKA-SAFOLKA 111:41
TENERIFE-HARBINA 111:43
ARMAVIRA-BENGAZI 111:44
LUISVILA-VERSEKA 111:47
PLOVDIVA-SALVANA 111:49
SEIRIJI-UZBEKIJA 111:54
KANTONA-TAURAGNI 111:59
VECBILSKA-ASALNI 111:59
MEKSIKA-RIONEGRO 111:6
OZOLAINE-SEIRIJI 111:6
POCIEMS-HIROSIMA 111:61
KAZBEKS-GARKALNE 111:62
ASUNSJONA-RODOPI 111:7
LEIPCIGA-DEMOINA 111:7
ROZALIMA-JAMAIKA 111:74
DURBANA-BRAZILJA 111:75
DOMINIKA-KAPZEME 111:75
JANDZI-KUDIMKARA 111:76
NEAPOLE-LEIPCIGA 111:79
OGRESGALS-RESIFI 111:8
INDRAJI-RIONEGRO 111:82
BARSELONA-MAJORI 111:82
TAIZEME-ROZALIMA 111:88
NIAMEJA-MANHEIMA 111:89
ARIZONA-TUNISIJA 111:9
KIGALI-VECRIKAVA 111:91
TELAVIVA-AMERIKA 111:93
SAKSIJA-TENESIJA 112:0
KARTENA-LILONGVE 112:10
VERDENA-TELAVIVA 112:110
SERBIJA-JAKUTIJA 112:110
MORONI-UPESCIEMS 112:113
OZOLAINE-LATGALE 112:127
KIGALI-KIZILKUMS 112:128
MISISIPI-ROSTOKA 112:129
RIONEGRO-TURCIJA 112:132
KAMPALA-IGNALINA 112:134
ARIZONA-GARKALNE 112:136
DAIVANA-NIKOSINA 112:142
NIAMEJA-MAUNALOA 112:143
BAIREITA-ARTJOMA 112:145
PITRAGS-BRRONKSA 112:147
IGNALINA-NEAPOLE 112:149
SALONIKI-PASVALE 112:150
KATOVICE-LONDONA 112:23
JERSIKA-GARKALNE 112:3
GORKIJA-GARKALNE 112:32
TOBRUKA-RIONEGRO 112:37
ROSTOKA-AUSTRIJA 112:38
MEKSIKA-FRANCIJA 112:39
BATUMI-EZERNIEKI 112:39
FRANCIJA-SALVANA 112:40
ADELAIDA-ULBROKA 112:41
UZBEKIJA-DAIVANA 112:45
IGAUNIJA-LIVORNA 112:48
ABAKANA-FRANCIJA 112:50
SEVILJA-GROZNIJA 112:50
ORINOKO-TELAVIVA 112:53
BAIREITA-MAKENZI 112:58
KVEBEKA-TELAVIVA 112:59
GROZNIJA-RUMBULA 112:7
KALNCIEMS-JANDZI 112:70
KATOVICE-POLOCKA 112:70
BALTIMORA-OLBERI 112:71
GARKALNE-BOMBEJA 112:76
ABAKANA-MANHEIMA 112:77
GRUZIJA-OZOLAINE 112:8
LAPZEME-MANHEIMA 112:80
BRUKLINA-SEIRIJI 112:85
MAUNALOA-LUCERNA 112:90
ARMAVIRA-KARTENA 112:92
MENORKA-JAUNPILS 112:92
SUHUMI-USURIJSKA 112:96
POLOCKA-PIEVOLGA 113:101
BENGAZI-FRANCIJA 113:102
DAMASKA-OZOLAINE 113:108
PRIENI-BALTIMORA 113:125
TAIZEME-BRAZILJA 113:125
BAIREITA-PENKULE 113:133
POLOCKA-LEIPCIGA 113:142
DAMASKA-UZBEKIJA 113:147
SEIRIJI-MANHEIMA 113:15
ADELAIDA-UKRAINA 113:2
TENESI-SLOVAKIJA 113:20
SLOVAKIJA-DRUSTI 113:23
HAVANNA-DOMINIKA 113:23
ROZALIMA-JERSIKA 113:26
DURBANA-LILONGVE 113:28
KAZBEKS-DETROITA 113:31
KARLAILA-NANKINA 113:33
TEBRIZA-HIROSIMA 113:38
BAHREINA-KAMPALA 113:4
MUKDENA-HIROSIMA 113:40
KRIEVIJA-LAZDIJI 113:41
NIKOSINA-HAVANNA 113:43
AUSTRIJA-LONDONA 113:43
DOMINIKA-ARTJOMA 113:43
KARTENA-TUNISIJA 113:45
JERSIKA-KARLAILA 113:49
SALONIKI-VERSEKA 113:53
KALNCIEMS-RESIFI 113:54
PIEVOLGA-BRISELE 113:55
TOTNEMA-RIONEGRO 113:59
BARSELONA-OLBERI 113:62
PEDEDZE-UZBEKIJA 113:66
PLOVDIVA-TOMBUKA 113:68
IGNALINA-POLOCKA 113:7
PENKULE-BRUKLINA 113:72
MISISIPI-KAZBEKS 113:72
TAURAGNI-MAKENZI 113:73
GARKALNE-KAMPALA 113:77
DETROITA-BENGAZI 113:81
BALTEZERS-MALAVI 113:9
RESIFI-BALTEZERS 113:94
BAHREINA-POCIEMS 113:95
MIRNIJA-LILONGVE 113:97
RUDAMINA-KAPZEME 114:100
UDMRTIJA-BENGAZI 114:101
ADELAIDA-SILMALA 114:102
BRRONKSA-SIESIKI 114:107
DRUSTI-CARNIKAVA 114:107
UDMRTIJA-TEBRIZA 114:108
KOLGUJEVA-KUMBRI 114:113
SIESIKI-BEREZINA 114:122
TENESIJA-UKRAINA 114:123
PANERI-ARKANZASA 114:128
MELNSILS-ORINOKO 114:129
IGNALINA-BRISELE 114:130
BEREZINA-BALTIJA 114:136
PASIENA-PIEVOLGA 114:137
MILVOKI-VIETALVA 114:14
KUMBRI-NUKUALOFA 114:140
IGNALINA-MIRNIJA 114:141
PITRAGS-IGAUNIJA 114:141
MELNSILS-RAVENNA 114:145
MAKENZI-FRANCIJA 114:18
TAURAGNI-KAPSUKA 114:18
KRIMULDA-VILGALE 114:18
PAROGLE-AIZVOLGA 114:24
OZOLNIEKI-BIKINI 114:30
ILINOISA-MARVELE 114:37
TAIVANA-IGNALINA 114:4
SKOTIJA-TUNISIJA 114:4
BAIREITA-MENORKA 114:40
AIZVOLGA-HARTUMA 114:40
MISISIPI-NANKINA 114:42
TENESIJA-MEKSIKA 114:43
JAUNPILS-GVINEJA 114:57
MANHEIMA-MUKDENA 114:59
BARSELONA-BIKINI 114:60
BURTNIEKI-PRIENI 114:61
SILMALA-LUISVILA 114:62
TURCIJA-GARKALNE 114:66
KAPSUKA-TENERIFE 114:74
BAHREINA-PASVALE 114:80
GROZNIJA-ORINOKO 114:93
TENERIFE-PASVALE 114:97
VECUMI-GVADELUPE 115:100
PITRAGS-MELNSILS 115:103
TUNISIJA-POLOCKA 115:103
HIROSIMA-VERDENA 115:103
AUSTRIJA-ABAKANA 115:106
IGNALINA-SEIRIJI 115:106
PANERI-SLOVAKIJA 115:109
PAROGLE-ILINOISA 115:109
PRIENI-KALNCIEMS 115:111
NIKOSINA-HARBINA 115:112
HAVANNA-TUNISIJA 115:116
SAFOLKA-LILONGVE 115:123
MAJAMI-BAISOGALA 115:126
GAIGALAVA-MAJORI 115:127
LUISVILA-KANTONA 115:127
GVAJAKILA-TENESI 115:130
MAFEKINGA-TENESI 115:131
ETIOPIJA-LONDONA 115:133
ARKANZASA-BIKINI 115:148
USURIJSKA-KAMAJI 115:148
GAMBIJA-NIKOSINA 115:149
KAMPALA-UZBEKIJA 115:22
PLOVDIVA-KAJENNA 115:27
PLOVDIVA-SEIRIJI 115:27
JAKUTIJA-PITRAGS 115:34
HUDZONA-LILONGVE 115:37
MANHEIMA-PALERMO 115:38
PIEVOLGA-DUBLINA 115:44
BEREZINA-VIDZEME 115:5
SAULAINE-SERBIJA 115:52
LATVIJA-KARLAILA 115:53
PALERMO-BEREZINA 115:56
RUDAMINA-ZAMBIJA 115:58
KORSIKA-FRANCIJA 115:6
BEREZINA-ILMENIS 115:76
BRUKLINA-PEDEDZE 115:77
HARBINA-VIETALVA 115:79
SIESIKI-HIROSIMA 115:8
SALINIEKI-KUMBRI 115:8
TAHITI-MALAIZIJA 115:82
TENESIJA-VIDUKLE 115:83
MELNSILS-ZEMGALE 115:86
OGRESGALS-SUHUMI 115:88
SALONIKI-RAVENNA 115:90
ALABAMA-TAURAGNI 115:90
JAMAIKA-LEIPCIGA 116:102
KATOVICE-VIDAUJA 116:102
GARKALNE-LAZDIJI 116:106
RIONEGRO-SEVILJA 116:107
BRUNEJA-TAURAGNI 116:109
BEREZINA-KAMBIJA 116:110
HAVANNA-ARMAVIRA 116:111
MIROSLAVA-MAJORI 116:113
ETIOPIJA-HARBINA 116:114
SEIRIJI-TENESIJA 116:114
GVATEMALA-DRUSTI 116:117
LAZDIJI-LILONGVE 116:118
ARIZONA-AUSTRIJA 116:128
SUHUMI-BALTIMORA 116:136
HAIFONA-TAURAGNI 116:139
VIDUKLE-IGNALINA 116:140
ILINOISA-HARTUMA 116:141
BRRONKSA-NIAMEJA 116:142
GDANSKA-SALONIKI 116:144
ZEMGALE-JAKUTIJA 116:145
LILONGVE-ARTJOMA 116:146
KATOVICE-GDANSKA 116:148
LATGALE-VIETALVA 116:16
SERBIJA-KARLAILA 116:17
VANAGI-OZOLNIEKI 116:19
ARMAVIRA-GAMBIJA 116:21
GAMBIJA-TELAVIVA 116:24
MALAVI-KARMELITI 116:25
RIONEGRO-TAIVANA 116:26
DEMOINA-BRRONKSA 116:28
SALONIKI-ZAMBEZI 116:29
TEBRIZA-ARMAVIRA 116:3
ADELAIDA-OREGONA 116:32
GRUZIJA-GARKALNE 116:33
BAHREINA-PERLOJA 116:37
AIZVOLGA-VILGALE 116:49
LILONGVE-KAPZEME 116:51
KOLGUJEVA-TAHITI 116:51
LUCERNA-BRRONKSA 116:52
TAIZEME-HIROSIMA 116:54
VECUMI-BURTNIEKI 116:6
JAUNPILS-NANKINA 116:68
LATGALE-UDMRTIJA 116:68
NANKINA-UDMRTIJA 116:72
IGNALINA-TURCIJA 116:72
PERLOJA-FRANCIJA 116:73
RAGACIEMS-SUDETI 116:73
VIETALVA-KURZEME 116:75
KAMBIJA-ETIOPIJA 116:76
VIDUKLE-LILONGVE 116:77
MIROSLAVA-MAJAMI 116:78
TENERIFE-NEAPOLE 116:8
SUDETI-KIZILKUMS 116:8
ETIOPIJA-OREGONA 116:87
VERDENA-ETIOPIJA 116:91
TELAVIVA-KAMPALA 116:91
ARMAVIRA-KAJENNA 116:94
TAURAGNI-GRUZIJA 116:95
PIEVOLGA-BOMBEJA 117:0
LUCERNA-SALONIKI 117:105
POCIEMS-TAURAGNI 117:108
UDMRTIJA-DURBANA 117:109
GARKALNE-ROSTOKA 117:11
VIETALVA-SEIRIJI 117:110
ETIOPIJA-RAVENNA 117:112
SAIGONA-VIETALVA 117:121
KUMBRI-UPESCIEMS 117:123
MORONI-OZOLNIEKI 117:127
OREGONA-VIETALVA 117:131
BENGAZI-MAUNALOA 117:135
RAVENNA-FRANCIJA 117:138
MELNSILS-TURCIJA 117:138
NANKINA-LILONGVE 117:144
RUDAMINA-SEVERNA 117:147
ASUNSJONA-KAMAJI 117:147
VERSEKA-TELAVIVA 117:147
BOMBEJA-KRIMULDA 117:148
TEBRIZA-KATOVICE 117:148
KIGALI-NUKUALOFA 117:150
RUMBULA-DETROITA 117:150
MUKDENA-KATOVICE 117:21
AIZVOLGA-SEIRIJI 117:21
ADELAIDA-VATERLO 117:3
UKRAINA-BAHREINA 117:33
UDMRTIJA-KVEBEKA 117:37
FORMOZA-GROZNIJA 117:38
NIKOSINA-LUCERNA 117:39
GVINEJA-KARLAILA 117:4
NUKUALOFA-MAJAMI 117:42
LUISVILA-MIRNIJA 117:5
AUSTRIJA-LOZANNA 117:5
PLOVDIVA-RAVENNA 117:51
TAIVANA-KARLAILA 117:53
JAKUTIJA-PUIKULE 117:55
TAHITI-GVADELUPE 117:63
VATERLO-ROZALIMA 117:64
MENORKA-DETROITA 117:64
BATUMI-MIROSLAVA 117:70
IGAUNIJA-CEILONA 117:72
GARKALNE-DUBLINA 117:73
MALAVI-MIROSLAVA 117:76
ZAMBEZI-VIETALVA 117:77
MIRNIJA-ADELAIDA 117:79
TAURAGNI-GVINEJA 117:83
SALVANA-IGAUNIJA 117:88
ABADANA-PLOVDIVA 117:91
MENORKA-MAUNALOA 117:94
RIONEGRO-LATGALE 117:98
LEIPCIGA-KVEBEKA 118:0
BROMLI-GVATEMALA 118:10
GARKALNE-RAVENNA 118:102
AIZVOLGA-RUMBULA 118:110
ASALNI-KUDIMKARA 118:110
RESIFI-NUKUALOFA 118:112
AUSTRIJA-KAIBALA 118:121
VERDENA-AUSTRIJA 118:125
HIROSIMA-OREGONA 118:128
TAURAGNI-JERSIKA 118:133
ASALNI-BALTEZERS 118:134
FRANCIJA-PALERMO 118:138
KANTONA-ROZALIMA 118:14
OZOLAINE-PAROGLE 118:143
BENGAZI-BRAZILJA 118:146
KATOVICE-PALERMO 118:149
BRRONKSA-TAIZEME 118:16
BRUKLINA-ORINOKO 118:16
LATGALE-KRIEVIJA 118:19
SALVANA-AIZVOLGA 118:27
DETROITA-OBELIJA 118:27
HAUAIHE-HIROSIMA 118:27
JAUNPILS-LUCERNA 118:33
ILMENIS-BAIREITA 118:34
LIVORNA-MELNSILS 118:36
OZOLNIEKI-KUMBRI 118:38
SILMALA-PLOVDIVA 118:40
TOBRUKA-UDMRTIJA 118:57
KAMBIJA-TELAVIVA 118:58
POCIEMS-GROZNIJA 118:61
ISIKULS-LUISVILA 118:68
MEKSIKA-TENERIFE 118:72
UZBEKIJA-KAPZEME 118:75
TENERIFE-ORINOKO 118:81
AUSTRIJA-PERLOJA 118:83
GAMBIJA-ADELAIDA 118:84
ASUNSJONA-VECUMI 118:84
TRIPOLE-KARLAILA 118:94
MIROSLAVA-SUDETI 118:95
FUDZIJAMA-DRUSTI 118:98
PAROGLE-BRUKLINA 119:10
JANDZI-BALTIMORA 119:102
HAIFONA-IGNALINA 119:104
SALATI-EZERNIEKI 119:105
GAMBIJA-GROZNIJA 119:11
INDRAJI-KATOVICE 119:111
TALLINA-ADELAIDA 119:114
PRIENI-ASUNSJONA 119:115
BAHREINA-BOMBEJA 119:122
SERPUHOVA-SALATI 119:126
KURZEME-GROZNIJA 119:135
VECUMI-MAFEKINGA 119:137
KAIBALA-MANHEIMA 119:137
IGAUNIJA-ARTJOMA 119:138
MISISIPI-PAROGLE 119:14
MIRNIJA-ARMAVIRA 119:14
LILONGVE-RAVENNA 119:145
PAROGLE-JAUNPILS 119:146
NIKOSINA-MARVELE 119:147
TUNISIJA-HARBINA 119:147
OGRESGALS-KIGALI 119:15
BRATSKA-BRRONKSA 119:2
ABADANA-ROZALIMA 119:21
KARLAILA-BALTIJA 119:21
METELIS-BAIREITA 119:24
MENORKA-BRAZILJA 119:25
NEAPOLE-RUDAMINA 119:31
SERBIJA-MISISIPI 119:31
TUNISIJA-UKRAINA 119:34
MAUNALOA-SIESIKI 119:46
TAHITI-CARNIKAVA 119:52
MENORKA-SAULAINE 119:60
BAIREITA-GRUZIJA 119:63
ARTJOMA-GROZNIJA 119:70
UKRAINA-PIEVOLGA 119:75
VIDZEME-GROZNIJA 119:75
GRUZIJA-KRIMULDA 119:77
ETIOPIJA-METELIS 119:8
TELAVIVA-TURCIJA 119:8
KOLGUJEVA-DRUSTI 119:8
KRIEVIJA-LIVORNA 119:82
SEVILJA-BEREZINA 119:83
VECBILSKA-KIGALI 119:84
HUDZONA-DOMINIKA 119:86
LILONGVE-SALIENA 119:87
TUNISIJA-GORKIJA 119:9
ARIZONA-IGAUNIJA 119:90
PASIENA-MISISIPI 119:94
LAPZEME-LEIPCIGA 119:95
BROMLI-VAIOMINGA 119:99
SKOTIJA-VIETALVA 119:99
CEILONA-ETIOPIJA 12:0
LUCERNA-GARKALNE 12:1
TOTNEMA-BAHREINA 12:1
MUKDENA-ADELAIDA 12:10
DUBLINA-BEREZINA 12:101
KAPSUKA-RIONEGRO 12:104
RIONEGRO-PEDEDZE 12:110
MANHEIMA-VATERLO 12:111
KURZEME-UDMRTIJA 12:119
NAHODKA-MELNSILS 12:119
ABAKANA-UZBEKIJA 12:124
KAPZEME-SAULAINE 12:127
DAIVANA-PIEVOLGA 12:128
KRIEVIJA-PEDEDZE 12:132
PITRAGS-BAHREINA 12:142
BRRONKSA-TEBRIZA 12:144
VANAGI-KUDIMKARA 12:145
AIZVOLGA-MENORKA 12:146
PERLOJA-DETROITA 12:15
TAURAGNI-JAMAIKA 12:15
SERPUHOVA-VECUMI 12:19
ARTJOMA-LUISVILA 12:19
PITRAGS-LEIPCIGA 12:20
DAIVANA-TAURAGNI 12:24
SAULAINE-KARTENA 12:28
SILMALA-HIROSIMA 12:31
POCIEMS-LUISVILA 12:32
KENTUKIJA-BROMLI 12:41
NEAPOLE-PLOVDIVA 12:42
TENERIFE-PALERMO 12:42
BOMBEJA-RIONEGRO 12:45
KAIBALA-OZOLAINE 12:46
RUDAMINA-HUDZONA 12:55
GROZNIJA-NANKINA 12:59
AUSTRIJA-VERSEKA 12:59
RIMINI-OGRESGALS 12:6
SIESIKI-BRUKLINA 12:62
PENKULE-BRAZILJA 12:62
UDMRTIJA-KAPSUKA 12:63
HIROSIMA-KANTONA 12:68
MENORKA-UDMRTIJA 12:7
NEAPOLE-IGAUNIJA 12:77
GAMBIJA-JAKUTIJA 12:81
SAFOLKA-TELAVIVA 12:83
LAZDIJI-UDMRTIJA 12:85
LONDONA-ROZALIMA 12:87
DETROITA-SERBIJA 12:88
TUNISIJA-JAMAIKA 12:88
KANTONA-RUDAMINA 12:91
JAUNPILS-PALERMO 12:93
TAHITI-USURIJSKA 12:93
KAMBIJA-MAUNALOA 12:93
LILONGVE-SEVERNA 12:94
HAUAIHE-VIETALVA 12:95
IGNALINA-TOMBUKA 120:101
TAURAGNI-ULBROKA 120:104
AIZVOLGA-KAIBALA 120:105
KRIMULDA-SEVERNA 120:106
KAIBALA-TELAVIVA 120:115
SEVILJA-LEIPCIGA 120:116
PANERI-PORTSMUTA 120:119
TENERIFE-BOSTONA 120:12
AMERIKA-MELNSILS 120:124
HAUAIHE-ADELAIDA 120:134
BRRONKSA-LAZDIJI 120:135
BALTIJA-MAUNALOA 120:138
KRIEVIJA-NANKINA 120:142
BOMBEJA-ARMAVIRA 120:145
SIDNEJA-LEIPCIGA 120:149
SAULAINE-POCIEMS 120:16
PEDEDZE-LILONGVE 120:17
LEIPCIGA-LUCERNA 120:2
ORINOKO-PIEVOLGA 120:2
SIESIKI-ADELAIDA 120:21
TENESIJA-SIESIKI 120:25
PRIENI-BARSELONA 120:36
KRIEVIJA-SKOTIJA 120:39
DETROITA-AMERIKA 120:4
ZAMBEZI-JAUNPILS 120:40
RUMBULA-KRIEVIJA 120:41
SAULAINE-ABADANA 120:41
AMERIKA-AIZVOLGA 120:43
UZBEKIJA-BALTIJA 120:45
KATOVICE-KAZBEKS 120:55
KRIMULDA-UKRAINA 120:56
LONDONA-BRUKLINA 120:56
GAMBIJA-IGAUNIJA 120:6
SEVILJA-UDMRTIJA 120:6
AUSTRIJA-PAROGLE 120:60
TURCIJA-ARMAVIRA 120:62
HAUAIHE-BAHREINA 120:62
ASALNI-UGUNSZEME 120:66
SERBIJA-UZBEKIJA 120:69
TENERIFE-BRUNEJA 120:72
INDRAJI-JAKUTIJA 120:8
HAIFONA-KRIEVIJA 120:80
PIEVOLGA-ABADANA 120:82
BEREZINA-TAIZEME 120:82
HARBINA-KRIEVIJA 120:84
HARTUMA-HIROSIMA 120:89
SLOVAKIJA-PRIENI 120:94
CARNIKAVA-BROMLI 120:96
LEIPCIGA-KARTENA 120:97
SAULAINE-HUDZONA 121:100
MELNSILS-TOTNEMA 121:102
TUNISIJA-BRISELE 121:109
MISISIPI-ISIKULS 121:112
AUSTRIJA-KAMBIJA 121:114
MARVELE-PIEVOLGA 121:118
TAURAGNI-FORMOZA 121:119
DURBANA-MANHEIMA 121:12
NIKOSINA-KANTONA 121:120
HARBINA-OZOLAINE 121:122
KATOVICE-HUDZONA 121:127
PRIENI-MAZSALACA 121:129
MALAIZIJA-MAJAMI 121:137
TAIZEME-KARLAILA 121:142
GRUZIJA-SALONIKI 121:143
MANHEIMA-INDRAJI 121:148
LUCERNA-RUDAMINA 121:16
DAIVANA-BRRONKSA 121:19
BRUKLINA-JERSIKA 121:2
IGNALINA-ALABAMA 121:20
VERSEKA-MISISIPI 121:22
NANKINA-MANHEIMA 121:25
SALONIKI-JAMAIKA 121:27
TENESI-GAIGALAVA 121:28
CEILONA-ROZALIMA 121:28
OLBERI-SERPUHOVA 121:29
FRANCIJA-ZAMBIJA 121:3
ARMAVIRA-RAVENNA 121:3
ARMAVIRA-ROSTOKA 121:32
VANAGI-OGRESGALS 121:33
IGAUNIJA-ABADANA 121:42
IGAUNIJA-PAROGLE 121:45
TENERIFE-MILVOKI 121:49
MAJAMI-SLOVAKIJA 121:52
ZAMBEZI-NIKOSINA 121:57
KAMPALA-SALONIKI 121:58
SAULAINE-TALLINA 121:6
JAUNPILS-VERDENA 121:61
TAURAGNI-KURZEME 121:61
ROZALIMA-ISIKULS 121:7
BAIREITA-VIDZEME 121:72
VIETALVA-LIVORNA 121:77
IGNALINA-VIDAUJA 121:82
KVEBEKA-RIONEGRO 121:84
SAKSIJA-IGAUNIJA 121:87
RUDAMINA-TAIZEME 121:87
LEIPCIGA-BERGENA 121:89
AIZVOLGA-CEILONA 121:93
NEAPOLE-AIZVOLGA 121:94
MAUNALOA-INDRAJI 121:96
ABADANA-BRAZILJA 121:96
BALTEZERS-MAJORI 121:99
KAMBIJA-TUNISIJA 122:0
MAUNALOA-SAIGONA 122:10
JAKUTIJA-RAVENNA 122:101
TALLINA-IGAUNIJA 122:103
BAIREITA-SILMALA 122:105
IGAUNIJA-TAIVANA 122:107
VECBILSKA-BROMLI 122:108
SEVILJA-TAURAGNI 122:110
DOMINIKA-MUKDENA 122:110
BRUNEJA-GROZNIJA 122:111
LILONGVE-TOTNEMA 122:112
MELNSILS-KAIBALA 122:118
KAMAJI-KUDIMKARA 122:119
SALIENA-SALONIKI 122:120
ILINOISA-SALIENA 122:126
ROZALIMA-KARTENA 122:126
SEVERNA-IGNALINA 122:128
BOMBEJA-ROZALIMA 122:13
PASIENA-ILINOISA 122:137
LEIPCIGA-TAIVANA 122:14
SAFOLKA-AIZVOLGA 122:143
TENERIFE-ARTJOMA 122:149
BALTIMORA-KIGALI 122:17
VIETALVA-SAKSIJA 122:18
ALABAMA-MANHEIMA 122:21
RODOPI-MAFEKINGA 122:21
TENERIFE-NANKINA 122:27
KAPSUKA-BAIREITA 122:28
BOSTONA-DETROITA 122:29
HARBINA-BAHREINA 122:35
PIEVOLGA-SEVILJA 122:38
GROZNIJA-KAPZEME 122:41
TENESIJA-SEVERNA 122:43
RODOPI-OGRESGALS 122:47
MENORKA-JAKUTIJA 122:48
DETROITA-JAMAIKA 122:49
KENTUKIJA-PANERI 122:56
KRIEVIJA-TOTNEMA 122:6
JERSIKA-LUISVILA 122:60
GAIGALAVA-SUDETI 122:65
SALIENA-JAUNPILS 122:66
BOSTONA-IGAUNIJA 122:68
NANKINA-TENESIJA 122:69
SAFOLKA-BAHREINA 122:72
VECUMI-KARMELITI 122:72
BAHREINA-VIDUKLE 122:75
MISISIPI-VIDZEME 122:76
MAUNALOA-BERGENA 122:77
LEIPCIGA-MARVELE 122:8
BRUKLINA-ABADANA 122:82
VATERLO-BRRONKSA 122:83
ADELAIDA-DURBANA 122:86
KRIMULDA-BRISELE 122:86
PASVALE-MAUNALOA 122:90
RUMBULA-SAULAINE 122:95
GDANSKA-BRUKLINA 122:96
LUISVILA-GRUZIJA 123:1
RIMINI-NOTINGEMA 123:10
GRUZIJA-KARLAILA 123:108
LUISVILA-TERMEZA 123:110
MAUNALOA-TEBRIZA 123:111
SAULAINE-OREGONA 123:118
TOBRUKA-BRUKLINA 123:12
SEIRIJI-SALONIKI 123:122
MAKENZI-TENERIFE 123:124
BROMLI-MALAIZIJA 123:130
ILINOISA-BENGAZI 123:132
ILINOISA-ARTJOMA 123:14
FUDZIJAMA-BROMLI 123:146
ZAMBIJA-TENESIJA 123:150
GORKIJA-TENERIFE 123:2
RUDAMINA-PITRAGS 123:22
IGNALINA-KURZEME 123:23
VIDAUJA-AUSTRIJA 123:3
ORINOKO-RUDAMINA 123:35
VECUMI-GVAJAKILA 123:39
KVEBEKA-GROZNIJA 123:40
MELNSILS-BRATSKA 123:41
SALVANA-LUISVILA 123:43
ANGLIJA-MANHEIMA 123:51
ROZALIMA-UKRAINA 123:58
SAFOLKA-GARKALNE 123:60
DAIVANA-KRIEVIJA 123:67
SERBIJA-RUDAMINA 123:68
METELIS-JAKUTIJA 123:76
UDMRTIJA-DUBLINA 123:79
IGNALINA-BOMBEJA 123:81
LUCERNA-ADELAIDA 123:87
MANHEIMA-TALLINA 123:88
MELNSILS-GVINEJA 123:95
DAMASKA-MISISIPI 123:98
KANTONA-MANHEIMA 124:1
MAJORKA-BRRONKSA 124:101
KAPZEME-MELNSILS 124:103
TUNISIJA-ROSTOKA 124:104
LONDONA-MISISIPI 124:109
BAHREINA-SIESIKI 124:111
ROZALIMA-SALIENA 124:113
MISISIPI-SEVERNA 124:115
PASIENA-DETROITA 124:115
POCIEMS-MELNSILS 124:117
BRUKLINA-TAIZEME 124:119
MELNSILS-ALABAMA 124:123
VANAGI-NOTINGEMA 124:133
KAPSUKA-KRIMULDA 124:137
KENTUKIJA-VANAGI 124:142
LIVORNA-RIONEGRO 124:147
TAHITI-KARMELITI 124:15
JAUNPILS-LATGALE 124:16
PANERI-BAISOGALA 124:17
MONGOLIJA-VECUMI 124:20
AIZVOLGA-ORINOKO 124:27
PENKULE-GROZNIJA 124:28
BRUNEJA-BAIREITA 124:34
PRIENI-OGRESGALS 124:44
SERPUHOVA-MAJAMI 124:45
VATERLO-UZBEKIJA 124:45
HIROSIMA-SEIRIJI 124:46
VIDAUJA-LEIPCIGA 124:48
BEREZINA-BRATSKA 124:52
MELNSILS-SERBIJA 124:54
TURCIJA-KARLAILA 124:57
KANTONA-TENERIFE 124:58
RIMINI-BURTNIEKI 124:60
BAHREINA-TRIPOLE 124:70
ARTJOMA-GARKALNE 124:71
MAUNALOA-ORINOKO 124:75
AUSTRIJA-BENGAZI 124:81
BOBRUJSKA-OLBERI 124:82
TALLINA-JAKUTIJA 124:87
DRUSTI-BOBRUJSKA 124:88
TOMBUKA-MAUNALOA 124:88
TAIZEME-JAUNPILS 124:90
MANHEIMA-PEDEDZE 124:93
ANGLIJA-BAHREINA 124:98
DETROITA-KAMBIJA 124:99
LONDONA-AIZVOLGA 124:99
SALONIKI-SALVANA 125:100
IGAUNIJA-JAMAIKA 125:101
BRRONKSA-NAHODKA 125:102
MANHEIMA-TURCIJA 125:106
GARKALNE-SEIRIJI 125:106
MIROSLAVA-VANAGI 125:107
MARVELE-PLOVDIVA 125:107
MAJAMI-USURIJSKA 125:108
BROMLI-BARSELONA 125:111
ARMAVIRA-HUDZONA 125:112
PALERMO-UZBEKIJA 125:116
SAFOLKA-IGNALINA 125:12
BEREZINA-GDANSKA 125:122
ZAMBIJA-VIETALVA 125:122
EZERNIEKI-KAMAJI 125:124
KAMAJI-BALTEZERS 125:126
VERSEKA-LEIPCIGA 125:126
